timeperiod,source,target,value
36,1313350260064878592,bend_boost,2
36,1313350260064878592,bend_explain,4
36,1313350260064878592,bend_engage,4
36,1313350260064878592,bend_enhance,1
36,1313350260064878592,bend_neutralize,2
36,1313350260064878592,bend_dismay,1
36,1313350260064878592,bend_dismiss,1
36,1313350260064878592,bend_distract,1
37,1334134288531374082,bend_back,4
37,1334134288531374082,bend_build,1
37,1334134288531374082,bend_bridge,4
37,1334134288531374082,bend_boost,3
37,1334134288531374082,bend_explain,4
37,1334134288531374082,bend_engage,4
37,1334134288531374082,bend_enhance,4
37,1334134288531374082,bend_dismiss,4
37,1334134288531374082,bend_distract,3
37,1313128625680592896,bend_back,6
37,1313128625680592896,bend_build,2
37,1313128625680592896,bend_bridge,1
37,1313128625680592896,bend_boost,1
37,1313128625680592896,bend_excite,2
37,1313128625680592896,bend_explain,6
37,1313128625680592896,bend_engage,2
37,1313128625680592896,bend_enhance,6
37,1313128625680592896,bend_narrow,6
37,1313128625680592896,bend_neglect,2
37,1313128625680592896,bend_dismay,2
37,1313128625680592896,bend_distort,1
37,1313128625680592896,bend_dismiss,1
37,1141225465241145344,bend_back,58
37,1141225465241145344,bend_build,40
37,1141225465241145344,bend_bridge,20
37,1141225465241145344,bend_boost,4
37,1141225465241145344,bend_excite,39
37,1141225465241145344,bend_explain,29
37,1141225465241145344,bend_engage,75
37,1141225465241145344,bend_enhance,57
37,1141225465241145344,bend_negate,16
37,1141225465241145344,bend_neutralize,5
37,1141225465241145344,bend_narrow,10
37,1141225465241145344,bend_neglect,39
37,1141225465241145344,bend_dismay,56
37,1141225465241145344,bend_distort,7
37,1141225465241145344,bend_dismiss,45
37,1141225465241145344,bend_distract,32
37,1322442481825312768,bend_back,65
37,1322442481825312768,bend_build,33
37,1322442481825312768,bend_bridge,32
37,1322442481825312768,bend_boost,33
37,1322442481825312768,bend_excite,8
37,1322442481825312768,bend_explain,67
37,1322442481825312768,bend_engage,68
37,1322442481825312768,bend_enhance,32
37,1322442481825312768,bend_negate,6
37,1322442481825312768,bend_neutralize,1
37,1322442481825312768,bend_narrow,4
37,1322442481825312768,bend_neglect,34
37,1322442481825312768,bend_dismay,64
37,1322442481825312768,bend_distort,27
37,1322442481825312768,bend_distract,4
37,1313350260064878592,bend_back,1
37,1313350260064878592,bend_build,2
37,1313350260064878592,bend_bridge,1
37,1313350260064878592,bend_boost,2
37,1313350260064878592,bend_explain,4
37,1313350260064878592,bend_engage,4
37,1313350260064878592,bend_enhance,1
37,1313350260064878592,bend_neutralize,2
37,1313350260064878592,bend_dismay,1
37,1313350260064878592,bend_dismiss,1
37,1313350260064878592,bend_distract,1
38,1334134288531374082,bend_back,4
38,1334134288531374082,bend_build,1
38,1334134288531374082,bend_bridge,4
38,1334134288531374082,bend_boost,3
38,1334134288531374082,bend_explain,4
38,1334134288531374082,bend_engage,4
38,1334134288531374082,bend_enhance,4
38,1334134288531374082,bend_dismiss,4
38,1334134288531374082,bend_distract,3
38,1313128625680592896,bend_back,6
38,1313128625680592896,bend_build,2
38,1313128625680592896,bend_bridge,1
38,1313128625680592896,bend_boost,1
38,1313128625680592896,bend_excite,2
38,1313128625680592896,bend_explain,6
38,1313128625680592896,bend_engage,2
38,1313128625680592896,bend_enhance,6
38,1313128625680592896,bend_narrow,6
38,1313128625680592896,bend_neglect,2
38,1313128625680592896,bend_dismay,2
38,1313128625680592896,bend_distort,1
38,1313128625680592896,bend_dismiss,1
38,1141225465241145344,bend_back,58
38,1141225465241145344,bend_build,40
38,1141225465241145344,bend_bridge,21
38,1141225465241145344,bend_boost,4
38,1141225465241145344,bend_excite,40
38,1141225465241145344,bend_explain,29
38,1141225465241145344,bend_engage,75
38,1141225465241145344,bend_enhance,58
38,1141225465241145344,bend_negate,16
38,1141225465241145344,bend_neutralize,6
38,1141225465241145344,bend_narrow,10
38,1141225465241145344,bend_neglect,39
38,1141225465241145344,bend_dismay,56
38,1141225465241145344,bend_distort,7
38,1141225465241145344,bend_dismiss,46
38,1141225465241145344,bend_distract,33
38,1322442481825312768,bend_back,65
38,1322442481825312768,bend_build,33
38,1322442481825312768,bend_bridge,32
38,1322442481825312768,bend_boost,33
38,1322442481825312768,bend_excite,8
38,1322442481825312768,bend_explain,67
38,1322442481825312768,bend_engage,68
38,1322442481825312768,bend_enhance,32
38,1322442481825312768,bend_negate,6
38,1322442481825312768,bend_neutralize,1
38,1322442481825312768,bend_narrow,4
38,1322442481825312768,bend_neglect,34
38,1322442481825312768,bend_dismay,64
38,1322442481825312768,bend_distort,27
38,1322442481825312768,bend_distract,4
38,1313350260064878592,bend_back,1
38,1313350260064878592,bend_build,3
38,1313350260064878592,bend_bridge,1
38,1313350260064878592,bend_boost,2
38,1313350260064878592,bend_explain,5
38,1313350260064878592,bend_engage,5
38,1313350260064878592,bend_enhance,1
38,1313350260064878592,bend_neutralize,3
38,1313350260064878592,bend_dismay,1
38,1313350260064878592,bend_dismiss,1
38,1313350260064878592,bend_distract,1
39,1334134288531374082,bend_back,4
39,1334134288531374082,bend_build,1
39,1334134288531374082,bend_bridge,4
39,1334134288531374082,bend_boost,3
39,1334134288531374082,bend_explain,4
39,1334134288531374082,bend_engage,4
39,1334134288531374082,bend_enhance,4
39,1334134288531374082,bend_dismiss,4
39,1334134288531374082,bend_distract,3
39,1313128625680592896,bend_back,6
39,1313128625680592896,bend_build,2
39,1313128625680592896,bend_bridge,1
39,1313128625680592896,bend_boost,1
39,1313128625680592896,bend_excite,2
39,1313128625680592896,bend_explain,6
39,1313128625680592896,bend_engage,2
39,1313128625680592896,bend_enhance,6
39,1313128625680592896,bend_narrow,6
39,1313128625680592896,bend_neglect,2
39,1313128625680592896,bend_dismay,2
39,1313128625680592896,bend_distort,1
39,1313128625680592896,bend_dismiss,1
39,1141225465241145344,bend_back,58
39,1141225465241145344,bend_build,40
39,1141225465241145344,bend_bridge,21
39,1141225465241145344,bend_boost,4
39,1141225465241145344,bend_excite,40
39,1141225465241145344,bend_explain,29
39,1141225465241145344,bend_engage,75
39,1141225465241145344,bend_enhance,58
39,1141225465241145344,bend_negate,16
39,1141225465241145344,bend_neutralize,6
39,1141225465241145344,bend_narrow,10
39,1141225465241145344,bend_neglect,39
39,1141225465241145344,bend_dismay,56
39,1141225465241145344,bend_distort,7
39,1141225465241145344,bend_dismiss,46
39,1141225465241145344,bend_distract,33
39,1322442481825312768,bend_back,65
39,1322442481825312768,bend_build,33
39,1322442481825312768,bend_bridge,32
39,1322442481825312768,bend_boost,33
39,1322442481825312768,bend_excite,8
39,1322442481825312768,bend_explain,67
39,1322442481825312768,bend_engage,68
39,1322442481825312768,bend_enhance,32
39,1322442481825312768,bend_negate,6
39,1322442481825312768,bend_neutralize,1
39,1322442481825312768,bend_narrow,4
39,1322442481825312768,bend_neglect,34
39,1322442481825312768,bend_dismay,64
39,1322442481825312768,bend_distort,27
39,1322442481825312768,bend_distract,4
39,1313350260064878592,bend_back,1
39,1313350260064878592,bend_build,3
39,1313350260064878592,bend_bridge,1
39,1313350260064878592,bend_boost,2
39,1313350260064878592,bend_explain,5
39,1313350260064878592,bend_engage,5
39,1313350260064878592,bend_enhance,1
39,1313350260064878592,bend_neutralize,3
39,1313350260064878592,bend_dismay,1
39,1313350260064878592,bend_dismiss,1
39,1313350260064878592,bend_distract,1
40,1334134288531374082,bend_back,4
40,1334134288531374082,bend_build,1
40,1334134288531374082,bend_bridge,4
40,1334134288531374082,bend_boost,3
40,1334134288531374082,bend_explain,4
40,1334134288531374082,bend_engage,4
40,1334134288531374082,bend_enhance,4
40,1334134288531374082,bend_dismiss,4
40,1334134288531374082,bend_distract,3
40,1313128625680592896,bend_back,6
40,1313128625680592896,bend_build,2
40,1313128625680592896,bend_bridge,1
40,1313128625680592896,bend_boost,1
40,1313128625680592896,bend_excite,2
40,1313128625680592896,bend_explain,6
40,1313128625680592896,bend_engage,2
40,1313128625680592896,bend_enhance,6
40,1313128625680592896,bend_narrow,6
40,1313128625680592896,bend_neglect,2
40,1313128625680592896,bend_dismay,2
40,1313128625680592896,bend_distort,1
40,1313128625680592896,bend_dismiss,1
40,1141225465241145344,bend_back,58
40,1141225465241145344,bend_build,40
40,1141225465241145344,bend_bridge,22
40,1141225465241145344,bend_boost,4
40,1141225465241145344,bend_excite,41
40,1141225465241145344,bend_explain,29
40,1141225465241145344,bend_engage,75
40,1141225465241145344,bend_enhance,59
40,1141225465241145344,bend_negate,16
40,1141225465241145344,bend_neutralize,7
40,1141225465241145344,bend_narrow,10
40,1141225465241145344,bend_neglect,39
40,1141225465241145344,bend_dismay,56
40,1141225465241145344,bend_distort,7
40,1141225465241145344,bend_dismiss,47
40,1141225465241145344,bend_distract,34
40,1322442481825312768,bend_back,65
40,1322442481825312768,bend_build,33
40,1322442481825312768,bend_bridge,32
40,1322442481825312768,bend_boost,33
40,1322442481825312768,bend_excite,8
40,1322442481825312768,bend_explain,67
40,1322442481825312768,bend_engage,68
40,1322442481825312768,bend_enhance,32
40,1322442481825312768,bend_negate,6
40,1322442481825312768,bend_neutralize,1
40,1322442481825312768,bend_narrow,4
40,1322442481825312768,bend_neglect,34
40,1322442481825312768,bend_dismay,64
40,1322442481825312768,bend_distort,27
40,1322442481825312768,bend_distract,4
40,1313350260064878592,bend_back,2
40,1313350260064878592,bend_build,4
40,1313350260064878592,bend_bridge,1
40,1313350260064878592,bend_boost,3
40,1313350260064878592,bend_excite,1
40,1313350260064878592,bend_explain,7
40,1313350260064878592,bend_engage,7
40,1313350260064878592,bend_enhance,1
40,1313350260064878592,bend_neutralize,5
40,1313350260064878592,bend_neglect,1
40,1313350260064878592,bend_dismay,2
40,1313350260064878592,bend_dismiss,1
40,1313350260064878592,bend_distract,1
41,1334134288531374082,bend_back,4
41,1334134288531374082,bend_build,1
41,1334134288531374082,bend_bridge,4
41,1334134288531374082,bend_boost,3
41,1334134288531374082,bend_explain,4
41,1334134288531374082,bend_engage,4
41,1334134288531374082,bend_enhance,4
41,1334134288531374082,bend_dismiss,4
41,1334134288531374082,bend_distract,3
41,1313128625680592896,bend_back,6
41,1313128625680592896,bend_build,2
41,1313128625680592896,bend_bridge,1
41,1313128625680592896,bend_boost,1
41,1313128625680592896,bend_excite,2
41,1313128625680592896,bend_explain,6
41,1313128625680592896,bend_engage,2
41,1313128625680592896,bend_enhance,6
41,1313128625680592896,bend_narrow,6
41,1313128625680592896,bend_neglect,2
41,1313128625680592896,bend_dismay,2
41,1313128625680592896,bend_distort,1
41,1313128625680592896,bend_dismiss,1
41,1141225465241145344,bend_back,59
41,1141225465241145344,bend_build,41
41,1141225465241145344,bend_bridge,22
41,1141225465241145344,bend_boost,4
41,1141225465241145344,bend_excite,42
41,1141225465241145344,bend_explain,29
41,1141225465241145344,bend_engage,76
41,1141225465241145344,bend_enhance,60
41,1141225465241145344,bend_negate,16
41,1141225465241145344,bend_neutralize,7
41,1141225465241145344,bend_narrow,10
41,1141225465241145344,bend_neglect,39
41,1141225465241145344,bend_dismay,56
41,1141225465241145344,bend_distort,7
41,1141225465241145344,bend_dismiss,47
41,1141225465241145344,bend_distract,34
41,1322442481825312768,bend_back,65
41,1322442481825312768,bend_build,33
41,1322442481825312768,bend_bridge,32
41,1322442481825312768,bend_boost,33
41,1322442481825312768,bend_excite,8
41,1322442481825312768,bend_explain,67
41,1322442481825312768,bend_engage,68
41,1322442481825312768,bend_enhance,32
41,1322442481825312768,bend_negate,6
41,1322442481825312768,bend_neutralize,1
41,1322442481825312768,bend_narrow,4
41,1322442481825312768,bend_neglect,34
41,1322442481825312768,bend_dismay,64
41,1322442481825312768,bend_distort,27
41,1322442481825312768,bend_distract,4
41,1313350260064878592,bend_back,2
41,1313350260064878592,bend_build,4
41,1313350260064878592,bend_bridge,1
41,1313350260064878592,bend_boost,3
41,1313350260064878592,bend_excite,1
41,1313350260064878592,bend_explain,7
41,1313350260064878592,bend_engage,7
41,1313350260064878592,bend_enhance,1
41,1313350260064878592,bend_neutralize,5
41,1313350260064878592,bend_neglect,1
41,1313350260064878592,bend_dismay,2
41,1313350260064878592,bend_dismiss,1
41,1313350260064878592,bend_distract,1
42,1334134288531374082,bend_back,4
42,1334134288531374082,bend_build,1
42,1334134288531374082,bend_bridge,4
42,1334134288531374082,bend_boost,3
42,1334134288531374082,bend_explain,4
42,1334134288531374082,bend_engage,4
42,1334134288531374082,bend_enhance,4
42,1334134288531374082,bend_dismiss,4
42,1334134288531374082,bend_distract,3
42,1313128625680592896,bend_back,6
42,1313128625680592896,bend_build,2
42,1313128625680592896,bend_bridge,1
42,1313128625680592896,bend_boost,1
42,1313128625680592896,bend_excite,2
42,1313128625680592896,bend_explain,6
42,1313128625680592896,bend_engage,2
42,1313128625680592896,bend_enhance,6
42,1313128625680592896,bend_narrow,6
42,1313128625680592896,bend_neglect,2
42,1313128625680592896,bend_dismay,2
42,1313128625680592896,bend_distort,1
42,1313128625680592896,bend_dismiss,1
42,1141225465241145344,bend_back,59
42,1141225465241145344,bend_build,41
42,1141225465241145344,bend_bridge,23
42,1141225465241145344,bend_boost,4
42,1141225465241145344,bend_excite,43
42,1141225465241145344,bend_explain,29
42,1141225465241145344,bend_engage,77
42,1141225465241145344,bend_enhance,60
42,1141225465241145344,bend_negate,17
42,1141225465241145344,bend_neutralize,7
42,1141225465241145344,bend_narrow,10
42,1141225465241145344,bend_neglect,39
42,1141225465241145344,bend_dismay,56
42,1141225465241145344,bend_distort,7
42,1141225465241145344,bend_dismiss,48
42,1141225465241145344,bend_distract,34
42,1322442481825312768,bend_back,65
42,1322442481825312768,bend_build,33
42,1322442481825312768,bend_bridge,32
42,1322442481825312768,bend_boost,33
42,1322442481825312768,bend_excite,8
42,1322442481825312768,bend_explain,67
42,1322442481825312768,bend_engage,68
42,1322442481825312768,bend_enhance,32
42,1322442481825312768,bend_negate,6
42,1322442481825312768,bend_neutralize,1
42,1322442481825312768,bend_narrow,4
42,1322442481825312768,bend_neglect,34
42,1322442481825312768,bend_dismay,64
42,1322442481825312768,bend_distort,27
42,1322442481825312768,bend_distract,4
42,1313350260064878592,bend_back,3
42,1313350260064878592,bend_build,4
42,1313350260064878592,bend_bridge,1
42,1313350260064878592,bend_boost,4
42,1313350260064878592,bend_excite,2
42,1313350260064878592,bend_explain,8
42,1313350260064878592,bend_engage,8
42,1313350260064878592,bend_enhance,1
42,1313350260064878592,bend_neutralize,6
42,1313350260064878592,bend_neglect,2
42,1313350260064878592,bend_dismay,3
42,1313350260064878592,bend_dismiss,1
42,1313350260064878592,bend_distract,1
43,1334134288531374082,bend_back,4
43,1334134288531374082,bend_build,1
43,1334134288531374082,bend_bridge,4
43,1334134288531374082,bend_boost,3
43,1334134288531374082,bend_explain,4
43,1334134288531374082,bend_engage,4
43,1334134288531374082,bend_enhance,4
43,1334134288531374082,bend_dismiss,4
43,1334134288531374082,bend_distract,3
43,1313128625680592896,bend_back,7
43,1313128625680592896,bend_build,3
43,1313128625680592896,bend_bridge,3
43,1313128625680592896,bend_boost,1
43,1313128625680592896,bend_excite,4
43,1313128625680592896,bend_explain,8
43,1313128625680592896,bend_engage,4
43,1313128625680592896,bend_enhance,8
43,1313128625680592896,bend_narrow,6
43,1313128625680592896,bend_neglect,4
43,1313128625680592896,bend_dismay,3
43,1313128625680592896,bend_distort,2
43,1313128625680592896,bend_dismiss,2
43,1313128625680592896,bend_distract,1
43,1141225465241145344,bend_back,60
43,1141225465241145344,bend_build,41
43,1141225465241145344,bend_bridge,23
43,1141225465241145344,bend_boost,4
43,1141225465241145344,bend_excite,44
43,1141225465241145344,bend_explain,29
43,1141225465241145344,bend_engage,78
43,1141225465241145344,bend_enhance,60
43,1141225465241145344,bend_negate,17
43,1141225465241145344,bend_neutralize,7
43,1141225465241145344,bend_narrow,10
43,1141225465241145344,bend_neglect,39
43,1141225465241145344,bend_dismay,57
43,1141225465241145344,bend_distort,7
43,1141225465241145344,bend_dismiss,49
43,1141225465241145344,bend_distract,34
43,1322442481825312768,bend_back,65
43,1322442481825312768,bend_build,33
43,1322442481825312768,bend_bridge,32
43,1322442481825312768,bend_boost,33
43,1322442481825312768,bend_excite,9
43,1322442481825312768,bend_explain,68
43,1322442481825312768,bend_engage,69
43,1322442481825312768,bend_enhance,32
43,1322442481825312768,bend_negate,6
43,1322442481825312768,bend_neutralize,1
43,1322442481825312768,bend_narrow,4
43,1322442481825312768,bend_neglect,35
43,1322442481825312768,bend_dismay,65
43,1322442481825312768,bend_distort,27
43,1322442481825312768,bend_distract,5
43,1313350260064878592,bend_back,4
43,1313350260064878592,bend_build,4
43,1313350260064878592,bend_bridge,1
43,1313350260064878592,bend_boost,5
43,1313350260064878592,bend_excite,3
43,1313350260064878592,bend_explain,9
43,1313350260064878592,bend_engage,9
43,1313350260064878592,bend_enhance,1
43,1313350260064878592,bend_neutralize,7
43,1313350260064878592,bend_neglect,3
43,1313350260064878592,bend_dismay,4
43,1313350260064878592,bend_dismiss,1
43,1313350260064878592,bend_distract,1
44,1334134288531374082,bend_back,4
44,1334134288531374082,bend_build,1
44,1334134288531374082,bend_bridge,4
44,1334134288531374082,bend_boost,3
44,1334134288531374082,bend_explain,4
44,1334134288531374082,bend_engage,4
44,1334134288531374082,bend_enhance,4
44,1334134288531374082,bend_dismiss,4
44,1334134288531374082,bend_distract,3
44,1313128625680592896,bend_back,7
44,1313128625680592896,bend_build,3
44,1313128625680592896,bend_bridge,3
44,1313128625680592896,bend_boost,1
44,1313128625680592896,bend_excite,4
44,1313128625680592896,bend_explain,8
44,1313128625680592896,bend_engage,4
44,1313128625680592896,bend_enhance,8
44,1313128625680592896,bend_narrow,6
44,1313128625680592896,bend_neglect,4
44,1313128625680592896,bend_dismay,3
44,1313128625680592896,bend_distort,2
44,1313128625680592896,bend_dismiss,2
44,1313128625680592896,bend_distract,1
44,1141225465241145344,bend_back,62
44,1141225465241145344,bend_build,41
44,1141225465241145344,bend_bridge,23
44,1141225465241145344,bend_boost,4
44,1141225465241145344,bend_excite,45
44,1141225465241145344,bend_explain,29
44,1141225465241145344,bend_engage,80
44,1141225465241145344,bend_enhance,61
44,1141225465241145344,bend_negate,17
44,1141225465241145344,bend_neutralize,7
44,1141225465241145344,bend_narrow,10
44,1141225465241145344,bend_neglect,39
44,1141225465241145344,bend_dismay,59
44,1141225465241145344,bend_distort,7
44,1141225465241145344,bend_dismiss,51
44,1141225465241145344,bend_distract,35
44,1322442481825312768,bend_back,65
44,1322442481825312768,bend_build,33
44,1322442481825312768,bend_bridge,32
44,1322442481825312768,bend_boost,33
44,1322442481825312768,bend_excite,9
44,1322442481825312768,bend_explain,68
44,1322442481825312768,bend_engage,69
44,1322442481825312768,bend_enhance,32
44,1322442481825312768,bend_negate,6
44,1322442481825312768,bend_neutralize,1
44,1322442481825312768,bend_narrow,4
44,1322442481825312768,bend_neglect,35
44,1322442481825312768,bend_dismay,65
44,1322442481825312768,bend_distort,27
44,1322442481825312768,bend_distract,5
44,1313350260064878592,bend_back,4
44,1313350260064878592,bend_build,4
44,1313350260064878592,bend_bridge,1
44,1313350260064878592,bend_boost,5
44,1313350260064878592,bend_excite,3
44,1313350260064878592,bend_explain,9
44,1313350260064878592,bend_engage,9
44,1313350260064878592,bend_enhance,1
44,1313350260064878592,bend_neutralize,7
44,1313350260064878592,bend_neglect,3
44,1313350260064878592,bend_dismay,4
44,1313350260064878592,bend_dismiss,1
44,1313350260064878592,bend_distract,1
45,1334134288531374082,bend_back,4
45,1334134288531374082,bend_build,1
45,1334134288531374082,bend_bridge,4
45,1334134288531374082,bend_boost,3
45,1334134288531374082,bend_explain,4
45,1334134288531374082,bend_engage,4
45,1334134288531374082,bend_enhance,4
45,1334134288531374082,bend_dismiss,4
45,1334134288531374082,bend_distract,3
45,1313128625680592896,bend_back,7
45,1313128625680592896,bend_build,3
45,1313128625680592896,bend_bridge,3
45,1313128625680592896,bend_boost,1
45,1313128625680592896,bend_excite,4
45,1313128625680592896,bend_explain,8
45,1313128625680592896,bend_engage,4
45,1313128625680592896,bend_enhance,8
45,1313128625680592896,bend_narrow,6
45,1313128625680592896,bend_neglect,4
45,1313128625680592896,bend_dismay,3
45,1313128625680592896,bend_distort,2
45,1313128625680592896,bend_dismiss,2
45,1313128625680592896,bend_distract,1
45,1141225465241145344,bend_back,62
45,1141225465241145344,bend_build,41
45,1141225465241145344,bend_bridge,23
45,1141225465241145344,bend_boost,4
45,1141225465241145344,bend_excite,45
45,1141225465241145344,bend_explain,29
45,1141225465241145344,bend_engage,80
45,1141225465241145344,bend_enhance,61
45,1141225465241145344,bend_negate,17
45,1141225465241145344,bend_neutralize,7
45,1141225465241145344,bend_narrow,10
45,1141225465241145344,bend_neglect,39
45,1141225465241145344,bend_dismay,59
45,1141225465241145344,bend_distort,7
45,1141225465241145344,bend_dismiss,51
45,1141225465241145344,bend_distract,35
45,1322442481825312768,bend_back,65
45,1322442481825312768,bend_build,33
45,1322442481825312768,bend_bridge,32
45,1322442481825312768,bend_boost,33
45,1322442481825312768,bend_excite,9
45,1322442481825312768,bend_explain,68
45,1322442481825312768,bend_engage,69
45,1322442481825312768,bend_enhance,32
45,1322442481825312768,bend_negate,6
45,1322442481825312768,bend_neutralize,1
45,1322442481825312768,bend_narrow,4
45,1322442481825312768,bend_neglect,35
45,1322442481825312768,bend_dismay,65
45,1322442481825312768,bend_distort,27
45,1322442481825312768,bend_distract,5
45,1313350260064878592,bend_back,4
45,1313350260064878592,bend_build,4
45,1313350260064878592,bend_bridge,1
45,1313350260064878592,bend_boost,5
45,1313350260064878592,bend_excite,3
45,1313350260064878592,bend_explain,9
45,1313350260064878592,bend_engage,9
45,1313350260064878592,bend_enhance,1
45,1313350260064878592,bend_neutralize,7
45,1313350260064878592,bend_neglect,3
45,1313350260064878592,bend_dismay,4
45,1313350260064878592,bend_dismiss,1
45,1313350260064878592,bend_distract,1
46,1334134288531374082,bend_back,4
46,1334134288531374082,bend_build,1
46,1334134288531374082,bend_bridge,4
46,1334134288531374082,bend_boost,3
46,1334134288531374082,bend_explain,4
46,1334134288531374082,bend_engage,4
46,1334134288531374082,bend_enhance,4
46,1334134288531374082,bend_dismiss,4
46,1334134288531374082,bend_distract,3
46,1313128625680592896,bend_back,7
46,1313128625680592896,bend_build,3
46,1313128625680592896,bend_bridge,3
46,1313128625680592896,bend_boost,1
46,1313128625680592896,bend_excite,4
46,1313128625680592896,bend_explain,8
46,1313128625680592896,bend_engage,4
46,1313128625680592896,bend_enhance,8
46,1313128625680592896,bend_narrow,6
46,1313128625680592896,bend_neglect,4
46,1313128625680592896,bend_dismay,3
46,1313128625680592896,bend_distort,2
46,1313128625680592896,bend_dismiss,2
46,1313128625680592896,bend_distract,1
46,1141225465241145344,bend_back,62
46,1141225465241145344,bend_build,41
46,1141225465241145344,bend_bridge,23
46,1141225465241145344,bend_boost,4
46,1141225465241145344,bend_excite,45
46,1141225465241145344,bend_explain,29
46,1141225465241145344,bend_engage,80
46,1141225465241145344,bend_enhance,61
46,1141225465241145344,bend_negate,17
46,1141225465241145344,bend_neutralize,7
46,1141225465241145344,bend_narrow,10
46,1141225465241145344,bend_neglect,39
46,1141225465241145344,bend_dismay,59
46,1141225465241145344,bend_distort,7
46,1141225465241145344,bend_dismiss,51
46,1141225465241145344,bend_distract,35
46,1322442481825312768,bend_back,65
46,1322442481825312768,bend_build,33
46,1322442481825312768,bend_bridge,32
46,1322442481825312768,bend_boost,33
46,1322442481825312768,bend_excite,9
46,1322442481825312768,bend_explain,68
46,1322442481825312768,bend_engage,69
46,1322442481825312768,bend_enhance,32
46,1322442481825312768,bend_negate,6
46,1322442481825312768,bend_neutralize,1
46,1322442481825312768,bend_narrow,4
46,1322442481825312768,bend_neglect,35
46,1322442481825312768,bend_dismay,65
46,1322442481825312768,bend_distort,27
46,1322442481825312768,bend_distract,5
46,1313350260064878592,bend_back,4
46,1313350260064878592,bend_build,4
46,1313350260064878592,bend_bridge,1
46,1313350260064878592,bend_boost,5
46,1313350260064878592,bend_excite,3
46,1313350260064878592,bend_explain,9
46,1313350260064878592,bend_engage,9
46,1313350260064878592,bend_enhance,1
46,1313350260064878592,bend_neutralize,7
46,1313350260064878592,bend_neglect,3
46,1313350260064878592,bend_dismay,4
46,1313350260064878592,bend_dismiss,1
46,1313350260064878592,bend_distract,1
47,1334134288531374082,bend_back,4
47,1334134288531374082,bend_build,1
47,1334134288531374082,bend_bridge,4
47,1334134288531374082,bend_boost,3
47,1334134288531374082,bend_explain,4
47,1334134288531374082,bend_engage,4
47,1334134288531374082,bend_enhance,4
47,1334134288531374082,bend_dismiss,4
47,1334134288531374082,bend_distract,3
47,1313128625680592896,bend_back,7
47,1313128625680592896,bend_build,4
47,1313128625680592896,bend_bridge,4
47,1313128625680592896,bend_boost,2
47,1313128625680592896,bend_excite,4
47,1313128625680592896,bend_explain,9
47,1313128625680592896,bend_engage,5
47,1313128625680592896,bend_enhance,8
47,1313128625680592896,bend_narrow,6
47,1313128625680592896,bend_neglect,5
47,1313128625680592896,bend_dismay,4
47,1313128625680592896,bend_distort,2
47,1313128625680592896,bend_dismiss,2
47,1313128625680592896,bend_distract,1
47,1141225465241145344,bend_back,63
47,1141225465241145344,bend_build,41
47,1141225465241145344,bend_bridge,23
47,1141225465241145344,bend_boost,4
47,1141225465241145344,bend_excite,46
47,1141225465241145344,bend_explain,30
47,1141225465241145344,bend_engage,81
47,1141225465241145344,bend_enhance,62
47,1141225465241145344,bend_negate,17
47,1141225465241145344,bend_neutralize,7
47,1141225465241145344,bend_narrow,10
47,1141225465241145344,bend_neglect,39
47,1141225465241145344,bend_dismay,60
47,1141225465241145344,bend_distort,7
47,1141225465241145344,bend_dismiss,51
47,1141225465241145344,bend_distract,36
47,1322442481825312768,bend_back,67
47,1322442481825312768,bend_build,33
47,1322442481825312768,bend_bridge,32
47,1322442481825312768,bend_boost,35
47,1322442481825312768,bend_excite,9
47,1322442481825312768,bend_explain,68
47,1322442481825312768,bend_engage,71
47,1322442481825312768,bend_enhance,32
47,1322442481825312768,bend_negate,8
47,1322442481825312768,bend_neutralize,1
47,1322442481825312768,bend_narrow,6
47,1322442481825312768,bend_neglect,37
47,1322442481825312768,bend_dismay,67
47,1322442481825312768,bend_distort,27
47,1322442481825312768,bend_distract,7
47,1313350260064878592,bend_back,4
47,1313350260064878592,bend_build,4
47,1313350260064878592,bend_bridge,1
47,1313350260064878592,bend_boost,5
47,1313350260064878592,bend_excite,3
47,1313350260064878592,bend_explain,9
47,1313350260064878592,bend_engage,9
47,1313350260064878592,bend_enhance,1
47,1313350260064878592,bend_neutralize,7
47,1313350260064878592,bend_neglect,3
47,1313350260064878592,bend_dismay,4
47,1313350260064878592,bend_dismiss,1
47,1313350260064878592,bend_distract,1
48,1334134288531374082,bend_back,4
48,1334134288531374082,bend_build,1
48,1334134288531374082,bend_bridge,4
48,1334134288531374082,bend_boost,3
48,1334134288531374082,bend_explain,4
48,1334134288531374082,bend_engage,4
48,1334134288531374082,bend_enhance,4
48,1334134288531374082,bend_dismiss,4
48,1334134288531374082,bend_distract,3
48,1313128625680592896,bend_back,7
48,1313128625680592896,bend_build,4
48,1313128625680592896,bend_bridge,4
48,1313128625680592896,bend_boost,2
48,1313128625680592896,bend_excite,4
48,1313128625680592896,bend_explain,9
48,1313128625680592896,bend_engage,5
48,1313128625680592896,bend_enhance,8
48,1313128625680592896,bend_narrow,6
48,1313128625680592896,bend_neglect,5
48,1313128625680592896,bend_dismay,4
48,1313128625680592896,bend_distort,2
48,1313128625680592896,bend_dismiss,2
48,1313128625680592896,bend_distract,1
48,1141225465241145344,bend_back,66
48,1141225465241145344,bend_build,43
48,1141225465241145344,bend_bridge,23
48,1141225465241145344,bend_boost,4
48,1141225465241145344,bend_excite,47
