timeperiod,source,target,value
18,1322442481825312768,bend_distort,25
19,1334134288531374082,bend_back,1
19,1334134288531374082,bend_build,1
19,1334134288531374082,bend_bridge,1
19,1334134288531374082,bend_explain,1
19,1334134288531374082,bend_engage,1
19,1334134288531374082,bend_enhance,1
19,1334134288531374082,bend_dismiss,1
19,1313128625680592896,bend_back,3
19,1313128625680592896,bend_explain,3
19,1313128625680592896,bend_enhance,3
19,1313128625680592896,bend_narrow,3
19,1141225465241145344,bend_back,32
19,1141225465241145344,bend_build,21
19,1141225465241145344,bend_bridge,7
19,1141225465241145344,bend_excite,14
19,1141225465241145344,bend_explain,19
19,1141225465241145344,bend_engage,36
19,1141225465241145344,bend_enhance,32
19,1141225465241145344,bend_negate,4
19,1141225465241145344,bend_neutralize,1
19,1141225465241145344,bend_neglect,20
19,1141225465241145344,bend_dismay,29
19,1141225465241145344,bend_distort,4
19,1141225465241145344,bend_dismiss,21
19,1141225465241145344,bend_distract,14
19,1322442481825312768,bend_back,54
19,1322442481825312768,bend_build,25
19,1322442481825312768,bend_bridge,28
19,1322442481825312768,bend_boost,29
19,1322442481825312768,bend_excite,1
19,1322442481825312768,bend_explain,54
19,1322442481825312768,bend_engage,54
19,1322442481825312768,bend_enhance,25
19,1322442481825312768,bend_neglect,26
19,1322442481825312768,bend_dismay,54
19,1322442481825312768,bend_distort,25
20,1334134288531374082,bend_back,1
20,1334134288531374082,bend_build,1
20,1334134288531374082,bend_bridge,1
20,1334134288531374082,bend_explain,1
20,1334134288531374082,bend_engage,1
20,1334134288531374082,bend_enhance,1
20,1334134288531374082,bend_dismiss,1
20,1313128625680592896,bend_back,3
20,1313128625680592896,bend_explain,3
20,1313128625680592896,bend_enhance,3
20,1313128625680592896,bend_narrow,3
20,1141225465241145344,bend_back,33
20,1141225465241145344,bend_build,22
20,1141225465241145344,bend_bridge,8
20,1141225465241145344,bend_excite,15
20,1141225465241145344,bend_explain,21
20,1141225465241145344,bend_engage,38
20,1141225465241145344,bend_enhance,33
20,1141225465241145344,bend_negate,5
20,1141225465241145344,bend_neutralize,1
20,1141225465241145344,bend_neglect,21
20,1141225465241145344,bend_dismay,30
20,1141225465241145344,bend_distort,5
20,1141225465241145344,bend_dismiss,21
20,1141225465241145344,bend_distract,15
20,1322442481825312768,bend_back,54
20,1322442481825312768,bend_build,25
20,1322442481825312768,bend_bridge,28
20,1322442481825312768,bend_boost,29
20,1322442481825312768,bend_excite,1
20,1322442481825312768,bend_explain,54
20,1322442481825312768,bend_engage,54
20,1322442481825312768,bend_enhance,25
20,1322442481825312768,bend_neglect,26
20,1322442481825312768,bend_dismay,54
20,1322442481825312768,bend_distort,25
21,1334134288531374082,bend_back,1
21,1334134288531374082,bend_build,1
21,1334134288531374082,bend_bridge,1
21,1334134288531374082,bend_explain,1
21,1334134288531374082,bend_engage,1
21,1334134288531374082,bend_enhance,1
21,1334134288531374082,bend_dismiss,1
21,1313128625680592896,bend_back,3
21,1313128625680592896,bend_explain,3
21,1313128625680592896,bend_enhance,3
21,1313128625680592896,bend_narrow,3
21,1141225465241145344,bend_back,34
21,1141225465241145344,bend_build,22
21,1141225465241145344,bend_bridge,9
21,1141225465241145344,bend_excite,17
21,1141225465241145344,bend_explain,22
21,1141225465241145344,bend_engage,40
21,1141225465241145344,bend_enhance,34
21,1141225465241145344,bend_negate,6
21,1141225465241145344,bend_neutralize,1
21,1141225465241145344,bend_neglect,21
21,1141225465241145344,bend_dismay,31
21,1141225465241145344,bend_distort,5
21,1141225465241145344,bend_dismiss,22
21,1141225465241145344,bend_distract,16
21,1322442481825312768,bend_back,56
21,1322442481825312768,bend_build,27
21,1322442481825312768,bend_bridge,28
21,1322442481825312768,bend_boost,29
21,1322442481825312768,bend_excite,2
21,1322442481825312768,bend_explain,56
21,1322442481825312768,bend_engage,56
21,1322442481825312768,bend_enhance,27
21,1322442481825312768,bend_negate,1
21,1322442481825312768,bend_narrow,1
21,1322442481825312768,bend_neglect,28
21,1322442481825312768,bend_dismay,56
21,1322442481825312768,bend_distort,26
21,1322442481825312768,bend_distract,1
22,1334134288531374082,bend_back,1
22,1334134288531374082,bend_build,1
22,1334134288531374082,bend_bridge,1
22,1334134288531374082,bend_explain,1
22,1334134288531374082,bend_engage,1
22,1334134288531374082,bend_enhance,1
22,1334134288531374082,bend_dismiss,1
22,1313128625680592896,bend_back,3
22,1313128625680592896,bend_explain,3
22,1313128625680592896,bend_enhance,3
22,1313128625680592896,bend_narrow,3
22,1141225465241145344,bend_back,36
22,1141225465241145344,bend_build,24
22,1141225465241145344,bend_bridge,11
22,1141225465241145344,bend_boost,1
22,1141225465241145344,bend_excite,20
22,1141225465241145344,bend_explain,22
22,1141225465241145344,bend_engage,44
22,1141225465241145344,bend_enhance,37
22,1141225465241145344,bend_negate,7
22,1141225465241145344,bend_neutralize,1
22,1141225465241145344,bend_narrow,1
22,1141225465241145344,bend_neglect,23
22,1141225465241145344,bend_dismay,33
22,1141225465241145344,bend_distort,5
22,1141225465241145344,bend_dismiss,26
22,1141225465241145344,bend_distract,17
22,1322442481825312768,bend_back,58
22,1322442481825312768,bend_build,28
22,1322442481825312768,bend_bridge,29
22,1322442481825312768,bend_boost,30
22,1322442481825312768,bend_excite,2
22,1322442481825312768,bend_explain,58
22,1322442481825312768,bend_engage,58
22,1322442481825312768,bend_enhance,28
22,1322442481825312768,bend_negate,1
22,1322442481825312768,bend_narrow,1
22,1322442481825312768,bend_neglect,29
22,1322442481825312768,bend_dismay,58
22,1322442481825312768,bend_distort,27
22,1322442481825312768,bend_distract,1
23,1334134288531374082,bend_back,1
23,1334134288531374082,bend_build,1
23,1334134288531374082,bend_bridge,1
23,1334134288531374082,bend_explain,1
23,1334134288531374082,bend_engage,1
23,1334134288531374082,bend_enhance,1
23,1334134288531374082,bend_dismiss,1
23,1313128625680592896,bend_back,3
23,1313128625680592896,bend_explain,3
23,1313128625680592896,bend_enhance,3
23,1313128625680592896,bend_narrow,3
23,1141225465241145344,bend_back,40
23,1141225465241145344,bend_build,27
23,1141225465241145344,bend_bridge,12
23,1141225465241145344,bend_boost,2
23,1141225465241145344,bend_excite,22
23,1141225465241145344,bend_explain,23
23,1141225465241145344,bend_engage,50
23,1141225465241145344,bend_enhance,41
23,1141225465241145344,bend_negate,9
23,1141225465241145344,bend_neutralize,1
23,1141225465241145344,bend_narrow,3
23,1141225465241145344,bend_neglect,26
23,1141225465241145344,bend_dismay,37
23,1141225465241145344,bend_distort,5
23,1141225465241145344,bend_dismiss,29
23,1141225465241145344,bend_distract,19
23,1322442481825312768,bend_back,58
23,1322442481825312768,bend_build,28
23,1322442481825312768,bend_bridge,29
23,1322442481825312768,bend_boost,30
23,1322442481825312768,bend_excite,2
23,1322442481825312768,bend_explain,58
23,1322442481825312768,bend_engage,58
23,1322442481825312768,bend_enhance,28
23,1322442481825312768,bend_negate,1
23,1322442481825312768,bend_narrow,1
23,1322442481825312768,bend_neglect,29
23,1322442481825312768,bend_dismay,58
23,1322442481825312768,bend_distort,27
23,1322442481825312768,bend_distract,1
24,1334134288531374082,bend_back,1
24,1334134288531374082,bend_build,1
24,1334134288531374082,bend_bridge,1
24,1334134288531374082,bend_explain,1
24,1334134288531374082,bend_engage,1
24,1334134288531374082,bend_enhance,1
24,1334134288531374082,bend_dismiss,1
24,1313128625680592896,bend_back,3
24,1313128625680592896,bend_explain,3
24,1313128625680592896,bend_enhance,3
24,1313128625680592896,bend_narrow,3
24,1141225465241145344,bend_back,43
24,1141225465241145344,bend_build,29
24,1141225465241145344,bend_bridge,12
24,1141225465241145344,bend_boost,2
24,1141225465241145344,bend_excite,23
24,1141225465241145344,bend_explain,24
24,1141225465241145344,bend_engage,53
24,1141225465241145344,bend_enhance,43
24,1141225465241145344,bend_negate,10
24,1141225465241145344,bend_neutralize,1
24,1141225465241145344,bend_narrow,4
24,1141225465241145344,bend_neglect,28
24,1141225465241145344,bend_dismay,40
24,1141225465241145344,bend_distort,5
24,1141225465241145344,bend_dismiss,30
24,1141225465241145344,bend_distract,20
24,1322442481825312768,bend_back,58
24,1322442481825312768,bend_build,28
24,1322442481825312768,bend_bridge,29
24,1322442481825312768,bend_boost,30
24,1322442481825312768,bend_excite,2
24,1322442481825312768,bend_explain,58
24,1322442481825312768,bend_engage,58
24,1322442481825312768,bend_enhance,28
24,1322442481825312768,bend_negate,1
24,1322442481825312768,bend_narrow,1
24,1322442481825312768,bend_neglect,29
24,1322442481825312768,bend_dismay,58
24,1322442481825312768,bend_distort,27
24,1322442481825312768,bend_distract,1
25,1334134288531374082,bend_back,2
25,1334134288531374082,bend_build,1
25,1334134288531374082,bend_bridge,2
25,1334134288531374082,bend_boost,1
25,1334134288531374082,bend_explain,2
25,1334134288531374082,bend_engage,2
25,1334134288531374082,bend_enhance,2
25,1334134288531374082,bend_dismiss,2
25,1334134288531374082,bend_distract,1
25,1313128625680592896,bend_back,4
25,1313128625680592896,bend_explain,4
25,1313128625680592896,bend_enhance,4
25,1313128625680592896,bend_narrow,4
25,1141225465241145344,bend_back,48
25,1141225465241145344,bend_build,32
25,1141225465241145344,bend_bridge,13
25,1141225465241145344,bend_boost,2
25,1141225465241145344,bend_excite,27
25,1141225465241145344,bend_explain,25
25,1141225465241145344,bend_engage,58
25,1141225465241145344,bend_enhance,45
25,1141225465241145344,bend_negate,12
25,1141225465241145344,bend_neutralize,2
25,1141225465241145344,bend_narrow,6
25,1141225465241145344,bend_neglect,31
25,1141225465241145344,bend_dismay,45
25,1141225465241145344,bend_distort,5
25,1141225465241145344,bend_dismiss,33
25,1141225465241145344,bend_distract,23
25,1322442481825312768,bend_back,58
25,1322442481825312768,bend_build,28
25,1322442481825312768,bend_bridge,29
25,1322442481825312768,bend_boost,30
25,1322442481825312768,bend_excite,2
25,1322442481825312768,bend_explain,58
25,1322442481825312768,bend_engage,58
25,1322442481825312768,bend_enhance,28
25,1322442481825312768,bend_negate,1
25,1322442481825312768,bend_narrow,1
25,1322442481825312768,bend_neglect,29
25,1322442481825312768,bend_dismay,58
25,1322442481825312768,bend_distort,27
25,1322442481825312768,bend_distract,1
26,1334134288531374082,bend_back,3
26,1334134288531374082,bend_build,1
26,1334134288531374082,bend_bridge,3
26,1334134288531374082,bend_boost,2
26,1334134288531374082,bend_explain,3
26,1334134288531374082,bend_engage,3
26,1334134288531374082,bend_enhance,3
26,1334134288531374082,bend_dismiss,3
26,1334134288531374082,bend_distract,2
26,1313128625680592896,bend_back,4
26,1313128625680592896,bend_explain,4
26,1313128625680592896,bend_enhance,4
26,1313128625680592896,bend_narrow,4
26,1141225465241145344,bend_back,48
26,1141225465241145344,bend_build,32
26,1141225465241145344,bend_bridge,13
